Approach,Climate,Club,Country,Iteration,parameter,Scenario,tag,Forest,Max_Iteration
Diplomatic,Tropical,inside,korea,7,qxw,Scenario_D,non-producer,0,49
Idealist,Boreal,inside,eastasia,4,qxw,Scenario_D,non-producer,938.415456771851,5
Realistic_wo_china,Temperate,outside,restofworld,2,qxw,Scenario_D,non-producer,58328.3077735901,5
Realistic_wo_china,Tropical,outside,ssa,0,qxw,Scenario_D,non-producer,-7491.31682682037,5
Diplomatic,Temperate,outside,indonesia,29,qo,Scenario_D,producer,0,49
Diplomatic,Tropical,outside,southasia,37,qxw,Scenario_D,non-producer,3703.10357666016,49
Idealist,Temperate,outside,latinamer,1,qo,Scenario_D,non-producer,-8471.94631958008,6
Diplomatic,Tropical,inside,us,29,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,uk,48,qxw,Scenario_D,non-producer,-5360.3783493042,49
Diplomatic,Tropical,outside,russia,1,qoes,Scenario_D,non-producer,0,4
Diplomatic,Temperate,outside,uruguay,44,qo,Scenario_D,non-producer,0,49
Realistic_wo_china,Tropical,outside,madagascar,3,qo,Scenario_D,non-producer,26879.7069091797,5
Diplomatic,Tropical,outside,venezuela,45,qxw,Scenario_D,non-producer,-1615.48194503784,49
Diplomatic,Boreal,outside,ssa,26,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,korea,46,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,newzealand,0,qxw,Scenario_D,non-producer,-1.42849338054657,49
Diplomatic,Tropical,outside,china,7,qxw,Scenario_D,non-producer,679.862258911133,49
Diplomatic,Boreal,outside,madagascar,27,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,southasia,33,qxw,Scenario_D,non-producer,728.684999570251,49
Diplomatic,Tropical,outside,eastasia,10,qxw,Scenario_D,non-producer,314.912139892578,49
Diplomatic,Tropical,inside,japan,3,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,efta,14,qo,Scenario_D,non-producer,-1001.08139038086,49
Diplomatic,Tropical,outside,mena,44,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,indonesia,1,qo,Scenario_D,producer,0,49
Idealist,Tropical,inside,ivorycoast,3,qxw,Scenario_D,producer,237750.540924072,5
Diplomatic,Temperate,outside,madagascar,8,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,argentina,17,qxw,Scenario_D,producer,32.8919334411621,49
Diplomatic,Tropical,inside,argentina,12,qxw,Scenario_D,producer,0,49
Diplomatic,Boreal,outside,brasil,34,qxw,Scenario_D,producer,0,49
Diplomatic,Tropical,inside,efta,31,qxw,Scenario_D,non-producer,0,49
Realistic_wo_china,Boreal,outside,latinamer,2,qo,Scenario_D,non-producer,3151.56758880615,5
Diplomatic,Temperate,outside,venezuela,20,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,newzealand,40,qo,Scenario_D,non-producer,-24.3413009643555,49
Diplomatic,Temperate,outside,eastasia,0,qoes,Scenario_D,non-producer,482.337774753571,4
Diplomatic,Temperate,outside,us,49,qo,Scenario_D,non-producer,-11436.1965332031,49
Diplomatic,Tropical,outside,myanmar,45,qo,Scenario_D,non-producer,499.681045532227,49
Diplomatic,Temperate,outside,china,37,qxw,Scenario_D,non-producer,33262.5947790146,49
Diplomatic,Boreal,outside,china,26,qxw,Scenario_D,non-producer,1230.68992519379,49
Realistic_wi_china,Tropical,inside,eu27,4,qoes,Scenario_D,non-producer,0,5
Diplomatic,Boreal,inside,us,37,qxw,Scenario_D,non-producer,129.258846342564,49
Idealist,Temperate,inside,malasya,6,qo,Scenario_D,producer,0,6
Diplomatic,Tropical,inside,argentina,14,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,inside,efta,12,qxw,Scenario_D,non-producer,-555.307739257813,49
Diplomatic,Boreal,outside,latinamer,2,qoes,Scenario_D,non-producer,7194.42835998535,4
Diplomatic,Temperate,outside,myanmar,25,qo,Scenario_D,non-producer,923.31925201416,49
Diplomatic,Temperate,outside,myanmar,13,qxw,Scenario_D,non-producer,849.64867401123,49
Diplomatic,Temperate,outside,southasia,38,qxw,Scenario_D,non-producer,539.18906083703,49
Diplomatic,Temperate,outside,malasya,44,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,china,44,qxw,Scenario_D,non-producer,25289.4001636505,49
Diplomatic,Temperate,outside,myanmar,23,qxw,Scenario_D,non-producer,409.572601318359,49
Diplomatic,Boreal,outside,india,15,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,mozambique,10,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,ssa,28,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,latinamer,22,qxw,Scenario_D,non-producer,4421.36066436768,49
Realistic_wo_china,Temperate,outside,latinamer,2,qo,Scenario_D,non-producer,11002.4189453125,5
Diplomatic,Temperate,outside,venezuela,9,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,oceania,12,qo,Scenario_D,non-producer,-5145.0231628418,49
Idealist,Temperate,outside,bolivia,1,qo,Scenario_D,producer,-32410.6910400391,6
Diplomatic,Boreal,outside,angdrc,1,qoes,Scenario_D,producer,0,4
Diplomatic,Tropical,inside,peru,5,qxw,Scenario_D,producer,9257.57810974121,49
Diplomatic,Tropical,outside,colombia,27,qo,Scenario_D,producer,-1117.76019191742,49
Diplomatic,Boreal,outside,malasya,29,qxw,Scenario_D,producer,0,49
Realistic_wo_china,Boreal,outside,mozambique,1,qoes,Scenario_D,non-producer,0,4
Diplomatic,Boreal,inside,mexico,15,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,india,32,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,eastasia,36,qo,Scenario_D,non-producer,647.430683135986,49
Realistic_wi_china,Tropical,outside,mozambique,3,qoes,Scenario_D,non-producer,9972.09130859375,5
Diplomatic,Boreal,outside,angdrc,21,qxw,Scenario_D,producer,0,49
Diplomatic,Boreal,inside,uk,26,qo,Scenario_D,non-producer,3.52373743057251,49
Realistic_wo_china,Boreal,outside,southasia,2,qxw,Scenario_D,non-producer,0,5
Diplomatic,Boreal,inside,ivorycoast,3,qxw,Scenario_D,producer,0,49
Diplomatic,Boreal,inside,eu27,15,qxw,Scenario_D,non-producer,-33276.1972141266,49
Realistic_wi_china,Boreal,outside,brasil,0,qoes,Scenario_D,producer,0,5
Diplomatic,Boreal,outside,peru,11,qo,Scenario_D,producer,0,49
Diplomatic,Boreal,outside,russia,48,qo,Scenario_D,non-producer,37735.1127929688,49
Diplomatic,Temperate,outside,india,3,qo,Scenario_D,non-producer,3028.34606933594,49
Diplomatic,Temperate,inside,mexico,27,qxw,Scenario_D,non-producer,-1267.12854766846,49
Diplomatic,Temperate,inside,peru,37,qo,Scenario_D,producer,9830.15739440918,49
Diplomatic,Temperate,outside,china,46,qxw,Scenario_D,non-producer,33262.5947790146,49
Diplomatic,Temperate,outside,eastasia,34,qxw,Scenario_D,non-producer,8399.48287963867,49
Diplomatic,Tropical,outside,nigeria,37,qo,Scenario_D,non-producer,12714.7844848633,49
Diplomatic,Boreal,inside,uruguay,31,qxw,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,uk,13,qxw,Scenario_D,non-producer,-5348.17901611328,49
Diplomatic,Temperate,outside,mena,10,qo,Scenario_D,non-producer,21834.0143251419,49
Diplomatic,Temperate,inside,japan,38,qo,Scenario_D,non-producer,-11067.6112365723,49
Diplomatic,Boreal,outside,mena,32,qxw,Scenario_D,non-producer,28.7067923545837,49
Diplomatic,Temperate,outside,bolivia,15,qo,Scenario_D,producer,-32406.8260498047,49
Diplomatic,Temperate,outside,russia,38,qo,Scenario_D,non-producer,33603.44556427,49
Diplomatic,Boreal,outside,russia,10,qo,Scenario_D,non-producer,29868.1318359375,49
Diplomatic,Tropical,outside,eastasia,24,qo,Scenario_D,non-producer,258.221832275391,49
Diplomatic,Temperate,inside,oceania,9,qxw,Scenario_D,non-producer,-4072.95035552979,49
Diplomatic,Tropical,inside,japan,18,qxw,Scenario_D,non-producer,0,49
Idealist,Temperate,outside,myanmar,0,qo,Scenario_D,non-producer,124.465884208679,6
Realistic_wi_china,Boreal,outside,eastasia,2,qoes,Scenario_D,non-producer,723.269733428955,5
Realistic_wo_china,Tropical,outside,oceania,1,qo,Scenario_D,non-producer,-182.801450252533,5
Diplomatic,Temperate,outside,russia,14,qo,Scenario_D,non-producer,25566.8984985352,49
Realistic_wi_china,Boreal,outside,angdrc,5,qxw,Scenario_D,producer,0,5
Diplomatic,Tropical,outside,mozambique,8,qo,Scenario_D,non-producer,3472.37469482422,49
Diplomatic,Tropical,outside,latinamer,34,qxw,Scenario_D,non-producer,63685.4091796875,49
Diplomatic,Tropical,outside,india,9,qo,Scenario_D,non-producer,40269.3168334961,49
Diplomatic,Boreal,outside,ghana,21,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,madagascar,32,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,eastasia,0,qxw,Scenario_D,non-producer,482.337774753571,49
Realistic_wi_china,Tropical,outside,myanmar,5,qxw,Scenario_D,non-producer,4564.39477539063,5
Diplomatic,Tropical,inside,mexico,46,qo,Scenario_D,non-producer,-8843.57295227051,49
Diplomatic,Tropical,inside,bolivia,10,qo,Scenario_D,producer,-31402.4208984375,49
Diplomatic,Tropical,inside,ghana,29,qxw,Scenario_D,producer,55035.5574035645,49
Diplomatic,Boreal,inside,argentina,47,qxw,Scenario_D,producer,32.8919334411621,49
Realistic_wi_china,Temperate,outside,mena,0,qo,Scenario_D,non-producer,-1046.02144229412,5
Diplomatic,Tropical,outside,mozambique,37,qo,Scenario_D,non-producer,3496.57739257813,49
Diplomatic,Boreal,inside,mexico,37,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,ivorycoast,20,qxw,Scenario_D,producer,384042.900634766,49
Diplomatic,Tropical,outside,madagascar,9,qxw,Scenario_D,non-producer,25215.1408691406,49
Diplomatic,Temperate,outside,seasia,42,qxw,Scenario_D,non-producer,1422.38175272942,49
Diplomatic,Tropical,outside,peru,2,qoes,Scenario_D,producer,9885.91694641113,4
Diplomatic,Boreal,outside,latinamer,22,qo,Scenario_D,non-producer,2612.83895874023,49
Diplomatic,Boreal,inside,korea,6,qxw,Scenario_D,non-producer,0,49
Diplomatic,Tropical,inside,canada,10,qxw,Scenario_D,non-producer,0,49
Realistic_wo_china,Boreal,outside,uruguay,2,qoes,Scenario_D,non-producer,0,4
Diplomatic,Tropical,outside,nigeria,19,qxw,Scenario_D,non-producer,30388.3916015625,49
Idealist,Temperate,inside,china,3,qxw,Scenario_D,non-producer,-648.727936506271,5
Realistic_wo_china,Temperate,outside,china,5,qxw,Scenario_D,non-producer,32885.0419864655,5
Realistic_wi_china,Tropical,outside,eastasia,0,qoes,Scenario_D,non-producer,20.010612487793,5
Diplomatic,Temperate,outside,indonesia,13,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,bolivia,1,qoes,Scenario_D,producer,523083.8515625,4
Diplomatic,Temperate,outside,peru,44,qo,Scenario_D,producer,11900.8183898926,49
Diplomatic,Boreal,outside,seasia,45,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,ssa,25,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,ivorycoast,37,qxw,Scenario_D,producer,0,49
Diplomatic,Boreal,inside,us,45,qo,Scenario_D,non-producer,-84.1933638453484,49
Realistic_wo_china,Boreal,outside,venezuela,1,qxw,Scenario_D,non-producer,0,5
Realistic_wi_china,Tropical,outside,seasia,3,qxw,Scenario_D,non-producer,48440.7490234375,5
Idealist,Temperate,outside,eastasia,6,qo,Scenario_D,non-producer,10579.2660827637,6
Diplomatic,Temperate,inside,korea,37,qxw,Scenario_D,non-producer,-1140.98785400391,49
Diplomatic,Temperate,inside,efta,34,qxw,Scenario_D,non-producer,-576.574523925781,49
Diplomatic,Temperate,outside,canada,0,qxw,Scenario_D,non-producer,2726.22150039673,49
Diplomatic,Boreal,outside,mena,15,qxw,Scenario_D,non-producer,29.8863863945007,49
Diplomatic,Temperate,inside,bolivia,18,qxw,Scenario_D,producer,-369.9349193573,49
Diplomatic,Boreal,outside,russia,16,qxw,Scenario_D,non-producer,28900.0042419434,49
Idealist,Boreal,inside,uk,5,qo,Scenario_D,non-producer,-1429.78497314453,6
Diplomatic,Temperate,outside,paraguay,39,qo,Scenario_D,producer,-12486.857421875,49
Diplomatic,Boreal,inside,colombia,5,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,indonesia,16,qo,Scenario_D,producer,0,49
Diplomatic,Tropical,outside,bolivia,6,qo,Scenario_D,producer,-42065.6313476563,49
Diplomatic,Tropical,inside,japan,22,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,canada,15,qxw,Scenario_D,non-producer,-50686.1225585938,49
Idealist,Temperate,inside,newzealand,6,qo,Scenario_D,non-producer,-3396.07928466797,6
Diplomatic,Tropical,inside,uk,10,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Tropical,outside,canada,0,qoes,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,nigeria,10,qo,Scenario_D,non-producer,-28572.4173583984,49
Diplomatic,Boreal,inside,ivorycoast,28,qxw,Scenario_D,producer,0,49
Diplomatic,Tropical,outside,indonesia,29,qo,Scenario_D,producer,-182.771532058716,49
Diplomatic,Tropical,inside,eu27,22,qxw,Scenario_D,non-producer,0,49
Idealist,Boreal,outside,mexico,0,qo,Scenario_D,non-producer,0,6
Diplomatic,Boreal,outside,argentina,5,qo,Scenario_D,producer,215.6432762146,49
Diplomatic,Temperate,outside,venezuela,25,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,ivorycoast,27,qo,Scenario_D,producer,0,49
Idealist,Temperate,inside,malasya,3,qxw,Scenario_D,producer,0,5
Diplomatic,Boreal,outside,china,49,qo,Scenario_D,non-producer,-323.974584579468,49
Diplomatic,Temperate,outside,russia,10,qxw,Scenario_D,non-producer,26945.767364502,49
Realistic_wo_china,Tropical,outside,peru,3,qoes,Scenario_D,producer,9438.8078918457,4
Realistic_wo_china,Tropical,outside,angdrc,0,qo,Scenario_D,producer,3714.96676635742,5
Diplomatic,Boreal,outside,angdrc,7,qo,Scenario_D,producer,0,49
Diplomatic,Tropical,inside,bolivia,28,qo,Scenario_D,producer,-31298.9870605469,49
Diplomatic,Boreal,inside,oceania,28,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,colombia,4,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,inside,eu27,42,qxw,Scenario_D,non-producer,-404655.739257813,49
Diplomatic,Boreal,outside,china,30,qxw,Scenario_D,non-producer,1915.32533073425,49
Diplomatic,Tropical,outside,mena,43,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,argentina,2,qxw,Scenario_D,producer,78.4865550994873,49
Idealist,Tropical,outside,malasya,2,qxw,Scenario_D,producer,-708.679443359375,5
Realistic_wi_china,Boreal,outside,malasya,3,qoes,Scenario_D,producer,0,5
Realistic_wo_china,Tropical,inside,eu27,1,qoes,Scenario_D,non-producer,0,4
Diplomatic,Tropical,inside,argentina,45,qxw,Scenario_D,producer,0,49
Diplomatic,Tropical,outside,ssa,8,qxw,Scenario_D,non-producer,159808.858398438,49
Diplomatic,Temperate,outside,mena,28,qxw,Scenario_D,non-producer,28070.7650127411,49
Diplomatic,Boreal,inside,uruguay,48,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,mozambique,8,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,seasia,24,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,myanmar,2,qxw,Scenario_D,non-producer,2213.29486083984,49
Diplomatic,Boreal,outside,mena,41,qo,Scenario_D,non-producer,33.4247250556946,49
Diplomatic,Tropical,outside,ssa,22,qxw,Scenario_D,non-producer,178126.422210693,49
Realistic_wi_china,Temperate,inside,canada,2,qxw,Scenario_D,non-producer,281977.818023682,5
Diplomatic,Tropical,outside,mozambique,26,qo,Scenario_D,non-producer,5616.60607910156,49
Diplomatic,Boreal,outside,eastasia,47,qo,Scenario_D,non-producer,652.878814697266,49
Diplomatic,Temperate,outside,seasia,25,qo,Scenario_D,non-producer,1603.08452510834,49
Diplomatic,Tropical,inside,korea,2,qo,Scenario_D,non-producer,0,49
Realistic_wi_china,Boreal,inside,newzealand,4,qxw,Scenario_D,non-producer,-16.3633060455322,5
Diplomatic,Tropical,inside,efta,16,qxw,Scenario_D,non-producer,0,49
Idealist,Boreal,inside,mena,3,qxw,Scenario_D,non-producer,-8.69359278678894,5
Diplomatic,Tropical,outside,russia,26,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,ssa,6,qxw,Scenario_D,non-producer,0,49
Idealist,Tropical,inside,eu27,2,qxw,Scenario_D,non-producer,0,5
Diplomatic,Boreal,inside,colombia,31,qxw,Scenario_D,producer,0,49
Diplomatic,Tropical,inside,colombia,20,qxw,Scenario_D,producer,1747.31975913048,49
Diplomatic,Temperate,outside,mozambique,5,qxw,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,ghana,45,qo,Scenario_D,producer,-47704.753326416,49
Idealist,Temperate,inside,venezuela,3,qo,Scenario_D,non-producer,0,6
Realistic_wo_china,Temperate,outside,eastasia,5,qxw,Scenario_D,non-producer,8516.39075469971,5
Diplomatic,Temperate,inside,mexico,32,qo,Scenario_D,non-producer,-1142.8275604248,49
Diplomatic,Boreal,outside,russia,3,qo,Scenario_D,non-producer,28570.3830871582,49
Diplomatic,Tropical,inside,newzealand,21,qxw,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,colombia,37,qxw,Scenario_D,producer,-34.3360837697983,49
Diplomatic,Boreal,inside,us,44,qo,Scenario_D,non-producer,-227.771344125271,49
Realistic_wi_china,Tropical,outside,bolivia,0,qoes,Scenario_D,producer,-3438.8464050293,5
Diplomatic,Boreal,outside,myanmar,8,qxw,Scenario_D,non-producer,0,49
Idealist,Boreal,inside,russia,1,qo,Scenario_D,non-producer,-9158.38865661621,6
Diplomatic,Temperate,outside,myanmar,21,qo,Scenario_D,non-producer,-96.4201850891113,49
Diplomatic,Temperate,inside,korea,26,qxw,Scenario_D,non-producer,-1169.73153686523,49
Idealist,Boreal,inside,canada,5,qo,Scenario_D,non-producer,-59097.6799316406,6
Diplomatic,Tropical,inside,bolivia,4,qoes,Scenario_D,producer,2783774.41015625,4
Diplomatic,Temperate,outside,restofworld,23,qo,Scenario_D,non-producer,18274.6906242371,49
Diplomatic,Boreal,outside,mozambique,1,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,uk,10,qxw,Scenario_D,non-producer,-5348.17901611328,49
Diplomatic,Tropical,outside,uruguay,33,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,russia,3,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,us,41,qxw,Scenario_D,non-producer,40.5054471194744,49
Idealist,Boreal,inside,restofworld,3,qxw,Scenario_D,non-producer,69.8188946545124,5
Realistic_wo_china,Temperate,outside,eastasia,3,qo,Scenario_D,non-producer,9156.11242675781,5
Diplomatic,Temperate,outside,madagascar,39,qxw,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,latinamer,49,qxw,Scenario_D,non-producer,63685.4091796875,49
Diplomatic,Temperate,inside,bolivia,32,qxw,Scenario_D,producer,-310.282403945923,49
Realistic_wi_china,Boreal,outside,madagascar,2,qoes,Scenario_D,non-producer,0,5
Diplomatic,Temperate,inside,paraguay,6,qo,Scenario_D,producer,-21319.056640625,49
Diplomatic,Temperate,outside,venezuela,40,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,inside,eu27,20,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,newzealand,36,qo,Scenario_D,non-producer,-3628.73077392578,49
Diplomatic,Boreal,outside,mena,6,qxw,Scenario_D,non-producer,29.8863863945007,49
Realistic_wo_china,Boreal,outside,eastasia,0,qo,Scenario_D,non-producer,56.4926910400391,5
Diplomatic,Tropical,outside,angdrc,19,qxw,Scenario_D,producer,9434.42327880859,49
Diplomatic,Tropical,outside,us,1,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,indonesia,28,qo,Scenario_D,producer,0,49
Realistic_wi_china,Tropical,inside,us,5,qo,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,eastasia,3,qxw,Scenario_D,non-producer,332.190734863281,49
Diplomatic,Temperate,outside,seasia,14,qxw,Scenario_D,non-producer,1238.11665844917,49
Diplomatic,Temperate,inside,brasil,8,qxw,Scenario_D,producer,-1293.62438964844,49
Realistic_wo_china,Boreal,outside,bolivia,2,qo,Scenario_D,producer,0,5
Realistic_wi_china,Tropical,outside,nigeria,5,qxw,Scenario_D,non-producer,33439.6019287109,5
Diplomatic,Temperate,inside,canada,27,qo,Scenario_D,non-producer,-126665.733978271,49
Diplomatic,Temperate,inside,korea,33,qxw,Scenario_D,non-producer,-1143.68499755859,49
Diplomatic,Tropical,inside,mexico,23,qxw,Scenario_D,non-producer,-8620.20030212402,49
Diplomatic,Temperate,outside,seasia,17,qo,Scenario_D,non-producer,1293.8989315033,49
Realistic_wo_china,Tropical,outside,uruguay,3,qoes,Scenario_D,non-producer,0,4
Realistic_wo_china,Boreal,outside,venezuela,2,qxw,Scenario_D,non-producer,0,5
Diplomatic,Boreal,inside,eu27,21,qo,Scenario_D,non-producer,-24129.2921581268,49
Diplomatic,Boreal,inside,japan,11,qo,Scenario_D,non-producer,-134.735137939453,49
Idealist,Temperate,inside,mena,5,qxw,Scenario_D,non-producer,-8547.11793804169,5
Realistic_wi_china,Tropical,outside,indonesia,3,qoes,Scenario_D,producer,967.5905418396,5
Diplomatic,Boreal,outside,madagascar,36,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,angdrc,17,qxw,Scenario_D,producer,7720.93011474609,49
Diplomatic,Tropical,inside,oceania,5,qo,Scenario_D,non-producer,-1322.29957771301,49
Realistic_wi_china,Tropical,outside,brasil,1,qo,Scenario_D,producer,-78238.1088867188,5
Realistic_wo_china,Tropical,outside,angdrc,4,qxw,Scenario_D,producer,7683.88824462891,5
Idealist,Tropical,inside,restofworld,4,qxw,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,mena,0,qxw,Scenario_D,non-producer,0,49
Realistic_wo_china,Tropical,outside,mozambique,3,qxw,Scenario_D,non-producer,5384.26867675781,5
Diplomatic,Temperate,inside,eu27,3,qo,Scenario_D,non-producer,-438093.543945313,49
Diplomatic,Boreal,inside,brasil,3,qoes,Scenario_D,producer,0,4
Diplomatic,Tropical,outside,seasia,5,qo,Scenario_D,non-producer,17559.66796875,49
Realistic_wo_china,Temperate,inside,canada,5,qxw,Scenario_D,non-producer,-175390.082519531,5
Diplomatic,Tropical,outside,russia,35,qo,Scenario_D,non-producer,0,49
Idealist,Temperate,inside,canada,2,qo,Scenario_D,non-producer,494831.942871094,6
Diplomatic,Temperate,outside,nigeria,25,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,restofworld,41,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,myanmar,35,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,inside,newzealand,35,qo,Scenario_D,non-producer,0,49
Idealist,Boreal,inside,efta,4,qo,Scenario_D,non-producer,-1.23400497436523,6
Diplomatic,Temperate,inside,newzealand,4,qo,Scenario_D,non-producer,-4640.24829101563,49
Idealist,Tropical,outside,us,0,qo,Scenario_D,non-producer,0,6
Diplomatic,Tropical,outside,mozambique,43,qxw,Scenario_D,non-producer,5371.84838867188,49
Diplomatic,Temperate,outside,russia,37,qo,Scenario_D,non-producer,2324.47212982178,49
Diplomatic,Boreal,inside,newzealand,37,qo,Scenario_D,non-producer,-31.1672496795654,49
Diplomatic,Temperate,inside,newzealand,43,qxw,Scenario_D,non-producer,-3582.74566650391,49
Diplomatic,Temperate,inside,us,19,qxw,Scenario_D,non-producer,-118175.283737183,49
Realistic_wo_china,Boreal,outside,southasia,2,qo,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,ivorycoast,26,qo,Scenario_D,producer,72409.6052856445,49
Diplomatic,Tropical,inside,mexico,2,qoes,Scenario_D,non-producer,27526.383895874,4
Diplomatic,Boreal,outside,malasya,25,qxw,Scenario_D,producer,0,49
Idealist,Temperate,inside,mozambique,5,qo,Scenario_D,non-producer,0,6
Diplomatic,Boreal,outside,latinamer,47,qo,Scenario_D,non-producer,2872.93204498291,49
Diplomatic,Boreal,outside,madagascar,6,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,japan,41,qo,Scenario_D,non-producer,-9523.29067993164,49
Idealist,Tropical,inside,malasya,5,qo,Scenario_D,producer,17101.22265625,6
Realistic_wo_china,Tropical,outside,india,2,qoes,Scenario_D,non-producer,21291.1476135254,4
Diplomatic,Tropical,outside,latinamer,4,qoes,Scenario_D,non-producer,113474.370758057,4
Realistic_wi_china,Boreal,outside,mena,4,qoes,Scenario_D,non-producer,54.9321455955505,5
Diplomatic,Tropical,inside,efta,4,qo,Scenario_D,non-producer,0,49
Realistic_wi_china,Temperate,outside,madagascar,4,qo,Scenario_D,non-producer,0,5
Idealist,Boreal,inside,mozambique,4,qxw,Scenario_D,non-producer,0,5
Diplomatic,Boreal,outside,mena,36,qo,Scenario_D,non-producer,26.9790921211243,49
Realistic_wi_china,Boreal,outside,bolivia,5,qxw,Scenario_D,producer,0,5
Diplomatic,Boreal,outside,ivorycoast,25,qo,Scenario_D,producer,0,49
Diplomatic,Tropical,outside,myanmar,32,qxw,Scenario_D,non-producer,1437.91458129883,49
Diplomatic,Tropical,outside,malasya,46,qxw,Scenario_D,producer,884.834777832031,49
Idealist,Tropical,outside,mozambique,0,qo,Scenario_D,non-producer,-15.5355550050735,6
Diplomatic,Temperate,outside,india,2,qxw,Scenario_D,non-producer,2145.72882080078,49
Diplomatic,Temperate,outside,ssa,49,qxw,Scenario_D,non-producer,20298.9422035217,49
Diplomatic,Temperate,outside,ivorycoast,32,qxw,Scenario_D,producer,0,49
Diplomatic,Boreal,outside,india,40,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,paraguay,32,qo,Scenario_D,producer,0,49
Realistic_wi_china,Temperate,inside,ghana,4,qoes,Scenario_D,producer,0,5
Diplomatic,Tropical,outside,seasia,36,qxw,Scenario_D,non-producer,27861.5874023438,49
Diplomatic,Boreal,outside,seasia,33,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,russia,4,qxw,Scenario_D,non-producer,25189.3577041626,49
Diplomatic,Boreal,inside,uk,12,qxw,Scenario_D,non-producer,-8.94765329360962,49
Diplomatic,Tropical,inside,ghana,24,qxw,Scenario_D,producer,55284.2497253418,49
Diplomatic,Temperate,inside,us,10,qxw,Scenario_D,non-producer,-118175.283737183,49
Diplomatic,Tropical,inside,eu27,24,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,inside,oceania,37,qo,Scenario_D,non-producer,-1276.31607627869,49
Realistic_wo_china,Boreal,inside,colombia,3,qo,Scenario_D,producer,0,5
Idealist,Temperate,inside,japan,5,qxw,Scenario_D,non-producer,-1593.20492553711,5
Diplomatic,Tropical,outside,southasia,3,qo,Scenario_D,non-producer,3804.81060791016,49
Realistic_wi_china,Boreal,outside,us,0,qxw,Scenario_D,non-producer,-68.4087111800909,5
Realistic_wi_china,Temperate,inside,uk,2,qxw,Scenario_D,non-producer,-7257.78761291504,5
Diplomatic,Temperate,outside,eastasia,10,qo,Scenario_D,non-producer,7343.83517456055,49
